CENTNO,CENT_STATE,CENT_CITY,CENT_NAME
440841,UTTAR PRADESH,LUCKNOW,VIVEKANAND MODERN ACADEMY BAKSHI KA TALAB LUCKNOW
440842,UTTAR PRADESH,LUCKNOW,M.G. CONVENT SCHOOL
440843,UTTAR PRADESH,LUCKNOW,SETH M R JAIPURIA SCHOOL
440844,UTTAR PRADESH,LUCKNOW,BHARTIYA VIDYA BHAVAN VIDYALAYA
440845,UTTAR PRADESH,LUCKNOW,GREEN WAY PUBLIC SCHOOL
440846,UTTAR PRADESH,LUCKNOW,CHIRANJIV BHARATI SCHOOL
440847,UTTAR PRADESH,LUCKNOW,LUCKNOW PUBLIC SCHOOL
440848,UTTAR PRADESH,LUCKNOW,JURIS COLLEGE OF LAW
440849,UTTAR PRADESH,LUCKNOW,APS ACADEMY
440850,UTTAR PRADESH,LUCKNOW,JURIS LAW COLLEGE
440851,UTTAR PRADESH,LUCKNOW,ST ANJANI`S PUB SCH SEC-3 RAJAJIPURAM LUCKNOW UP
440852,UTTAR PRADESH,LUCKNOW,THE AVADH SCHOOL VIPUL KHAND GOMTI NAGAR LUCKNOW
440853,UTTAR PRADESH,LUCKNOW,SDSN PUBLIC SCHOOL
440901,UTTAR PRADESH,MEERUT,ARMY PUBLIC SCHOOL
440902,UTTAR PRADESH,MEERUT,MEERUT PUBLIC SCHOOL FOR GIRLS
440903,UTTAR PRADESH,MEERUT,R S M S VIDYA MANDIR MADHAV KUNJ MEERUT UP
440904,UTTAR PRADESH,MEERUT,BDS INTERNATIONAL SCHOOL
440905,UTTAR PRADESH,MEERUT,KENDRIYA VIDYALAYA PL MEERUT CANTT
440906,UTTAR PRADESH,MEERUT,CITY VOCATIONAL PUBLIC SCHOOL
440907,UTTAR PRADESH,MEERUT,DEWAN PUBLIC SCHOOL
440908,UTTAR PRADESH,MEERUT,DELHI PUBLIC SCHOOL MEERUT
440909,UTTAR PRADESH,MEERUT,VARDHMAN ACADEMY
440910,UTTAR PRADESH,MEERUT,GODWIN PUBLIC SCHOOL FAZALPUR MEERUT UP
440911,UTTAR PRADESH,MEERUT,KENDRIYA VIDYALAYA SL MEERUT CANTT
440912,UTTAR PRADESH,MEERUT,KENDRIYA VIDYALAYA DL MEERUT CANTT
440913,UTTAR PRADESH,MEERUT,DAYAWATI MODI ACADEMY MODIPURAM MEERUT UP
444708,UTTAR PRADESH,MAU,KENDRIYA VIDYALAYA-MAU
444709,UTTAR PRADESH,MAU,KINGS EDEN INTERNATIONAL SCHOOL
444801,UTTAR PRADESH,MIRZAPUR,DAFFODILS PUBLIC SCHOOL
444802,UTTAR PRADESH,MIRZAPUR,G. D. BINANI P. G. COLLEGE
444803,UTTAR PRADESH,MIRZAPUR,"VARDHMAN PUBLIC SCHOOL, MUSSAFFARGANJ, MIRZAPUR"
444804,UTTAR PRADESH,MIRZAPUR,LIONS SCHOOL LAL DIGGI
444901,UTTAR PRADESH,MORADABAD,CL GUPTA WORLD SCHOOL
444902,UTTAR PRADESH,MORADABAD,ARYANS INTERNATIONAL SCHOOL
444903,UTTAR PRADESH,MORADABAD,S.S. CHILDREN ACADEMY
444904,UTTAR PRADESH,MORADABAD,R.S.D. ACADEMY PUBLIC SCHOOL
444905,UTTAR PRADESH,MORADABAD,KENDRIYA VIDYALAYA
444906,UTTAR PRADESH,MORADABAD,MODERN PUBLIC SCHOOL MORADABAD
444907,UTTAR PRADESH,MORADABAD,GANDHI NAGAR PUBLIC SCHOOL
444908,UTTAR PRADESH,MORADABAD,BONNE ANNE PUBLIC SCHOOL
444909,UTTAR PRADESH,MORADABAD,DELHI PUBLIC GLOBAL SCHOOL
444910,UTTAR PRADESH,MORADABAD,SPRINGFIELDS COLLEGE
444911,UTTAR PRADESH,MORADABAD,IFTM UNIVERSITY BLOCK F
444912,UTTAR PRADESH,MORADABAD,IFTM UNIVERSITY-BLOCK E
444913,UTTAR PRADESH,MORADABAD,IFTM UNIVERSITY BLOCK D
444914,UTTAR PRADESH,MORADABAD,IFTM UNIVERSITY BLOCK C
444915,UTTAR PRADESH,MORADABAD,IFTM UNIVERSITY BLOCK B
444916,UTTAR PRADESH,MORADABAD,IFTM UNIVERSITY BLOCK A
444917,UTTAR PRADESH,MORADABAD,SAINT MIRA ACADEMY KANSHIRAM NAGAR BRANCH
444918,UTTAR PRADESH,MORADABAD,"RRK SCHOOL, MORADABAD"
444919,UTTAR PRADESH,MORADABAD,TINY TOTS COLLEGE
444920,UTTAR PRADESH,MORADABAD,GOLDEN GATE GLOBAL SCHOOL
444921,UTTAR PRADESH,MORADABAD,S.S.CHILDREN ACADEMY GIRLS SHOOL
444922,UTTAR PRADESH,MORADABAD,RAJENDRA''S ACADEMY
445001,UTTAR PRADESH,MUZAFFARNAGAR,ST. XAVIERS GLOBAL SCHOOL
445002,UTTAR PRADESH,MUZAFFARNAGAR,THE S.D.PUBLIC SCHOOL
445003,UTTAR PRADESH,MUZAFFARNAGAR,GRAIN CHAMBER PUBLIC SCHOOL
445004,UTTAR PRADESH,MUZAFFARNAGAR,M. G. WORLD VISION SHOOL
445005,UTTAR PRADESH,MUZAFFARNAGAR,SARASWATI SHISHU MANDIR INTER COLLEGE
445006,UTTAR PRADESH,MUZAFFARNAGAR,SHRI GURU RAM RAI PUBLIC SCHOOL
445007,UTTAR PRADESH,MUZAFFARNAGAR,KENDRIYA VIDYALAYA MUZAFFAR NAGAR
445008,UTTAR PRADESH,MUZAFFARNAGAR,MG PUBLIC SCHOOL
445009,UTTAR PRADESH,MUZAFFARNAGAR,NEW HORIZON SCHOOL
445010,UTTAR PRADESH,MUZAFFARNAGAR,S. F. D. A. V. PUBLIC SCHOOL
445011,UTTAR PRADESH,MUZAFFARNAGAR,GOLDEN PUBLIC SCHOOL
445012,UTTAR PRADESH,MUZAFFARNAGAR,DEHRADUN PUBLIC SCHOOL
445013,UTTAR PRADESH,MUZAFFARNAGAR,S.D.PUBLIC SCHOOL
445101,UTTAR PRADESH,NAUGARH,SIDDHARTH PUB SCHOOL
445102,UTTAR PRADESH,NAUGARH,GANGA NATIONAL PUBLIC SCHOOL
445103,UTTAR PRADESH,NAUGARH,SARLA INTERNATIONAL ACADEMY
445201,UTTAR PRADESH,PRATAPGARH,AATREYA ACADEMY
445202,UTTAR PRADESH,PRATAPGARH,NEW ANGELS SENIOR SECONDARY SCHOOL
445203,UTTAR PRADESH,PRATAPGARH,BACHAI SINGH SHIKSHAN SANSTHAN (BSS)
445204,UTTAR PRADESH,PRATAPGARH,SANSKAR GLOBAL SCHOOL SCHOOL(71137)
445205,UTTAR PRADESH,PRATAPGARH,SANGAM INTERNATIONAL SCHOOL
445301,UTTAR PRADESH,RAI BAREILLY,PM SHRI KENDRIYA VIDYALAYA RAEBARELI
445302,UTTAR PRADESH,RAI BAREILLY,DAYANAND BACHHRAWAN PG COLLEGE
445303,UTTAR PRADESH,RAI BAREILLY,FEROZE GANDHI COLLEGE
445304,UTTAR PRADESH,RAI BAREILLY,GOPAL SARASWATI VIDYA MANDIR
445305,UTTAR PRADESH,RAI BAREILLY,LUCKNOW PUBLIC SCHOOL
445401,UTTAR PRADESH,RAMPUR,DAYAWATI MODI ACADEMY
445402,UTTAR PRADESH,RAMPUR,WHITEHALL PUBLIC SCHOOL
445403,UTTAR PRADESH,RAMPUR,GREENWOOD SR SEC SCHOOL
445404,UTTAR PRADESH,RAMPUR,SUNWAY SCHOOL
445405,UTTAR PRADESH,RAMPUR,APEX INSTITUTE OF TECHNOLOGY
440914,UTTAR PRADESH,MEERUT,IIMT ACADEMY P-PKT GANGA NGR MAWANA RD MEERUT UP
440915,UTTAR PRADESH,MEERUT,MEERUT PUB GIRLS SCH SHASTRI NAGAR MEERUT UP
440916,UTTAR PRADESH,MEERUT,THE ADHYYAN SCH SECTOR 4 SHATABADI NGR MEERUT UP
440917,UTTAR PRADESH,MEERUT,BALERAM BRIJBHUSHAN SARASWATI SHISHU MANDIR
441001,UTTAR PRADESH,NOIDA/GREATER NOIDA,CAMBRIDGE SCHOOL NOIDA
441002,UTTAR PRADESH,NOIDA/GREATER NOIDA,THE MANTHAN SCHOOL GREATER NOIDA WEST
441003,UTTAR PRADESH,NOIDA/GREATER NOIDA,MODERN SCHOOL
441004,UTTAR PRADESH,NOIDA/GREATER NOIDA,BAL BHARTI PUBLIC SCHOOL NOIDA G B NAGAR UP
441005,UTTAR PRADESH,NOIDA/GREATER NOIDA,INDUS VALLEY PUBLIC SCHOOL
441006,UTTAR PRADESH,NOIDA/GREATER NOIDA,CAMBRIDGE SCHOOL GREATER NOIDA
441007,UTTAR PRADESH,NOIDA/GREATER NOIDA,LOTUS VALLEY INTERNATIONAL SCHOOL
441008,UTTAR PRADESH,NOIDA/GREATER NOIDA,DPS GREATER NOIDA
441009,UTTAR PRADESH,NOIDA/GREATER NOIDA,MAYOOR SCHOOL
441010,UTTAR PRADESH,NOIDA/GREATER NOIDA,APEEJAY SCHOOL NOIDA
441011,UTTAR PRADESH,NOIDA/GREATER NOIDA,MANAV RACHNA INTERNATIONAL SCHOOL NOIDA
441012,UTTAR PRADESH,NOIDA/GREATER NOIDA,RAM-EESH INTERNATIONAL SCHOOL GREATER NOIDA
441013,UTTAR PRADESH,NOIDA/GREATER NOIDA,DELHI PUBLIC SCHOOL SECTOR 30 NOIDA G B NAGAR UP
441014,UTTAR PRADESH,NOIDA/GREATER NOIDA,DELHI WORLD PUBLIC SCHOOL
441015,UTTAR PRADESH,NOIDA/GREATER NOIDA,KOTHARI INTERNATIONAL SCHOOL
441016,UTTAR PRADESH,NOIDA/GREATER NOIDA,BILLABONG HIGH INTERNATIONAL SCHOOL NOIDA
441017,UTTAR PRADESH,NOIDA/GREATER NOIDA,ASPAM SCOTTISH SCHOOL NOIDA
441018,UTTAR PRADESH,NOIDA/GREATER NOIDA,VISHWA BHARATI PUBLIC SCHOOL GREATER NOIDA
441019,UTTAR PRADESH,NOIDA/GREATER NOIDA,APEEJAY INTERNATIONAL SCHOOL
441020,UTTAR PRADESH,NOIDA/GREATER NOIDA,BLOOM INTL SCHOOL GREATER NOIDA (WEST)
441101,UTTAR PRADESH,VARANASI,DELHI PUBLIC SCHOOL
441102,UTTAR PRADESH,VARANASI,ASHOKA INSTITUTE OF TECHNOLOGY & MANAGEMENT
441103,UTTAR PRADESH,VARANASI,A M N M MODEL SCHOOL CHETGANJ VARANASI UP
441104,UTTAR PRADESH,VARANASI,SUNBEAM SCHOOL VARUNA JAIL RD VARANASI UP
441105,UTTAR PRADESH,VARANASI,RAJ ENGLISH SCHOOL
441106,UTTAR PRADESH,VARANASI,GLORIOUS ACADEMY
441107,UTTAR PRADESH,VARANASI,SUNBEAM SCHOOL LAHARTARA
441108,UTTAR PRADESH,VARANASI,GURU NANAK ENG SCHOOL SHIVPUR VARANASI UP
441109,UTTAR PRADESH,VARANASI,GYAN DEEP ACADEMY KANDWA CHITAIPUR VARANASI UP
441110,UTTAR PRADESH,VARANASI,HAPPY MODEL SCHOOL
441111,UTTAR PRADESH,VARANASI,CRIMSON WORLD SCHOOL VARANASI
441112,UTTAR PRADESH,VARANASI,PIONEER CONVENT SCH KASHIPUR SADAR VARANASI UP
441113,UTTAR PRADESH,VARANASI,R S CONV SAINIK SCH ASHAPUR SADAR VARANASI UP
441114,UTTAR PRADESH,VARANASI,SILVER GROVE SCH UPARWAR SEVAPURI VARANASI UP
441115,UTTAR PRADESH,VARANASI,ST K C MEMO ENG SCHOOL NAVEDA JALHUPUR VARANASI
441116,UTTAR PRADESH,VARANASI,ST ATULANAND CONVENT SCHOOL VARANASI UP
441117,UTTAR PRADESH,VARANASI,SUNBEAM ENGLISH SCHOOL LANKA VARANASI UP
441118,UTTAR PRADESH,VARANASI,SUNBEAM SUNCITY BACHHAON RD KARSANA VARANASI UP
441119,UTTAR PRADESH,VARANASI,SWAMI HARSEWANAND PUB SCH GARHWAGHAT VARANASI UP
441120,UTTAR PRADESH,VARANASI,THE ARYAN INTERNATIONAL SCHOOL VARANASI
441121,UTTAR PRADESH,VARANASI,SUNBEAM ACADEMY
441122,UTTAR PRADESH,VARANASI,JEEVANDEEP PUBLIC SCHOOL
441123,UTTAR PRADESH,VARANASI,MAHATMA J.F. PUBLIC SCHOOL
441124,UTTAR PRADESH,VARANASI,LITTLE FLOWER HOUSE
441125,UTTAR PRADESH,VARANASI,KVN PUBLIC SCHOOL
441126,UTTAR PRADESH,VARANASI,DEHRADOON PUBLIC SCHOOL
441127,UTTAR PRADESH,VARANASI,ARMY PUBLIC SCHOOL VARANASI
440111,UTTAR PRADESH,AGRA,PRELUDE PUB SCHOOL JAGANPUR DAYALBAGH AGRA UP
440112,UTTAR PRADESH,AGRA,GYAN BHARTI COLLEGE OF EDUCATION
440113,UTTAR PRADESH,AGRA,ST. ANDREWS PUBLIC SCHOOL
440114,UTTAR PRADESH,AGRA,CH BEERI SINGH PUBLIC SCHOOL
440115,UTTAR PRADESH,AGRA,HOLY PUBLIC JUNIOR COLLEGE
440116,UTTAR PRADESH,AGRA,BAL MUKUND RAM CHANDRA BAZARI SARASWATI VIDYA MANDIR
440117,UTTAR PRADESH,AGRA,SANT RAMKRISHNA KANYA MAHAVIDYALAYA
440118,UTTAR PRADESH,AGRA,SHRI RAM INTERNATIONAL SCHOOL
440119,UTTAR PRADESH,AGRA,SARASWATI VIDYA MANDIR
440201,UTTAR PRADESH,PRAYAGRAJ ,SETH ANANDRAM JAIPURIA SCHOOL
440202,UTTAR PRADESH,PRAYAGRAJ,SHRI MAHAPRABHU PUBLIC SCHOOL
440203,UTTAR PRADESH,PRAYAGRAJ,SEMSTAR GLOBAL SCH NAINI KARCHANA ALLAHABAD UP
440204,UTTAR PRADESH,PRAYAGRAJ,DELHI PUBLIC SCHOOL
440205,UTTAR PRADESH,PRAYAGRAJ,M V CONVENT INTER COLLEGE
440206,UTTAR PRADESH,PRAYAGRAJ,BETHANY CONVENT SCHOOL NAINI ALLAHABAD UP
440207,UTTAR PRADESH,PRAYAGRAJ,KHELGAON PUBLIC SCHOOL ALLAHABAD UP
440208,UTTAR PRADESH,PRAYAGRAJ,KENDRIYA VIDYALAYA MANAURI ALLAHABAD
440209,UTTAR PRADESH,PRAYAGRAJ,NYAYA NAGAR PUBLIC SCHOOL
440210,UTTAR PRADESH,PRAYAGRAJ,SANSKAAR INTERNATIONAL SCHOOL
440211,UTTAR PRADESH,PRAYAGRAJ,ALLAHABAD PUBLIC SCHOOL
440212,UTTAR PRADESH,PRAYAGRAJ,D P PUB SCH PRAYAG STREET TEH-CHAYAL ALLAHABAD
440213,UTTAR PRADESH,PRAYAGRAJ,PRAYAG PUBLIC SCH LALGOPALGANJ JHARHA ALLAHABAD
440214,UTTAR PRADESH,PRAYAGRAJ,JEEVAN JYOTI PUB HIGH SCH KARCHANA ALLAHABAD UP
440215,UTTAR PRADESH,PRAYAGRAJ,M L CONVENT KARELABAGH ALLAHABAD UP
440216,UTTAR PRADESH,PRAYAGRAJ,PRAYAG PUBLIC SCH VILL-CHAKMADA TEH-HANDIA ALLD
440217,UTTAR PRADESH,PRAYAGRAJ,UNITED INSTITUTE OF MANAGEMENT (MCA)
440218,UTTAR PRADESH,PRAYAGRAJ,LDC PUBLIC SCHOOL
440219,UTTAR PRADESH,PRAYAGRAJ,ARMY PUBLIC SCHOOL OLD CANTT PRAYAGRAJ
440220,UTTAR PRADESH,PRAYAGRAJ,SANGAM MODERN INTER COLLEGE
440221,UTTAR PRADESH,PRAYAGRAJ,PT RAMCHANDRA MISHRA MEMORIAL PUBLIC SCHOOL
440222,UTTAR PRADESH,PRAYAGRAJ,ERNY MEMORIAL SR. SEC. SCHOOL
440223,UTTAR PRADESH,PRAYAGRAJ,SARASWATI VIDYA MANDIR
440224,UTTAR PRADESH,PRAYAGRAJ,ARYA KANYA DEGREE COLLEGE
440225,UTTAR PRADESH,PRAYAGRAJ,POLICE MODERN SCH PAC DHOOMANGANJ ALLAHABAD UP
440226,UTTAR PRADESH,PRAYAGRAJ,ABHAY MEMORIAL TRUST GROUP OF INSTITUTIONS
440227,UTTAR PRADESH,PRAYAGRAJ,YMCA CENTENARY SCHOOL & COLLEGE
440228,UTTAR PRADESH,PRAYAGRAJ,KENDRIYA VIDYALAYA AFS BAMRAULI
440229,UTTAR PRADESH,PRAYAGRAJ,TAGORE PUBLIC SCHOOL
440301,UTTAR PRADESH,BAREILLY,BRIJ BHUSHAN LAL PUB SCH ALAKNATH RD BAREILLY UP
440302,UTTAR PRADESH,BAREILLY,MADHAVRAO SCINDIA PUBLIC SCHOOL
440303,UTTAR PRADESH,BAREILLY,ARMY PUBLIC SCHOOL
440304,UTTAR PRADESH,BAREILLY,VIDYA WORLD PUBLIC SCHOOL BAREILLY
440305,UTTAR PRADESH,BAREILLY,SHRI GULAB RAI MONTESSORI SENIOR SECONDARY SCHOOL
440306,UTTAR PRADESH,BAREILLY,SACRED HEARTS SR SEC SCHOOL
440307,UTTAR PRADESH,BAREILLY,ALMA MATER DAY BOARDING SCHOOL BAREILLY UP
440308,UTTAR PRADESH,BAREILLY,PADMAWATI ACADEMY AHMAD NAGAR BAREILLY UP
440309,UTTAR PRADESH,BAREILLY,ROHILAS INTERNATIONAL SCH CHAINPUR BAREILLY UP
440310,UTTAR PRADESH,BAREILLY,BISHOP CONRAD SR SEC SCHOOL BAREILLY CANTT UP
440311,UTTAR PRADESH,BAREILLY,BRIJ BHUSHAN LAL PUBLIC SCHOOL
440312,UTTAR PRADESH,BAREILLY,POLICE MODERN SCHOOL
440313,UTTAR PRADESH,BAREILLY,CHILD CARE BISHOP CONRAD SCHOOL
440314,UTTAR PRADESH,BAREILLY,JINGLE BELLS PUBLIC SCHOOL
440315,UTTAR PRADESH,BAREILLY,KENDRIYA VIDYALAYA NO 1
440316,UTTAR PRADESH,BAREILLY,KENDRIYA VIDYALAYA NO 2
445406,UTTAR PRADESH,RAMPUR,ST. PAULS SCHOOL
445501,UTTAR PRADESH,SAHARANPUR,DELHI PUBLIC SCHOOL
445502,UTTAR PRADESH,SAHARANPUR,GYANKALASH INTERNATIONAL SCHOOL
445503,UTTAR PRADESH,SAHARANPUR,SARVODYA GYAN PUBLIC SCHOOL
445504,UTTAR PRADESH,SAHARANPUR,SPRING BELL SCHOOL
445505,UTTAR PRADESH,SAHARANPUR,LORD MAHAVIRA ACADEMY
445506,UTTAR PRADESH,SAHARANPUR,RAINBOW SCHOOL
445507,UTTAR PRADESH,SAHARANPUR,ALPINE PUBLIC SCHOOL
445508,UTTAR PRADESH,SAHARANPUR,BROWNWOOD PUBLIC SCHOOL
445509,UTTAR PRADESH,SAHARANPUR,SH CHATINAYA TECHNO SCHOOL
445510,UTTAR PRADESH,SAHARANPUR,ST MARRY''S ACADEMY
445511,UTTAR PRADESH,SAHARANPUR,SEWA RAM DAV PUBLIC SCHOOL
445512,UTTAR PRADESH,SAHARANPUR,CHANDER SAIN CONVENT ACADEMY
445601,UTTAR PRADESH,SHAHJAHANPUR,KENDRIYA VIDYALAYA NO. 2 OCF SHAHJAHANPUR
445602,UTTAR PRADESH,SHAHJAHANPUR,DR. G. L. KANOJIA PUBLIC SCHOOL
445603,UTTAR PRADESH,SHAHJAHANPUR,KENDRIYA VIDYALAYA NO. 1
445604,UTTAR PRADESH,SHAHJAHANPUR,TAKSHASHILA PUBLIC SCHOOL
445605,UTTAR PRADESH,SHAHJAHANPUR,SETH M.R. JAIPURIA SCHOOL
445606,UTTAR PRADESH,SHAHJAHANPUR,"MILLENNIUM WORLD SCHOOL, SHAHJAHANPUR"
445607,UTTAR PRADESH,SHAHJAHANPUR,COLONEL''S ACADEMY GLOBAL
445701,UTTAR PRADESH,SHRAVASTI,KENDRIYA VIDYALAYA
445801,UTTAR PRADESH,SONBHADRA,ST JOSEPH`S CONV SCHOOL
445802,UTTAR PRADESH,SONBHADRA,SUNBEAM SCHOOL
445803,UTTAR PRADESH,SONBHADRA,DAV SENIOR SECONDARY PUBLIC SCHOOL
445804,UTTAR PRADESH,SONBHADRA,R R POLYTECHNIC
445901,UTTAR PRADESH,SULTANPUR,KAMLA NEHRU INSTITUTE OF CHILD EDUCATION
445902,UTTAR PRADESH,SULTANPUR,SUNBEAM SCHOOL
445903,UTTAR PRADESH,SULTANPUR,MAHARISHI VIDYA MANDIR
445904,UTTAR PRADESH,SULTANPUR,GOPAL PUBLIC SCHOOL
445905,UTTAR PRADESH,SULTANPUR,TINY TOTS PUBLIC SCHOOL
445906,UTTAR PRADESH,SULTANPUR,KAMLA NEHRU INSTITUTE OF PHYSICAL & SOCIAL SCIENCES
446001,UTTAR PRADESH,UNNAO,DR. VIRENDRA SWARUP MEMORIAL TRUST GROUP OF INSTITUTION
446002,UTTAR PRADESH,UNNAO,SUNRISE INSTITUTE OF ENGINEERING TECHNOLOGY & MANAGEMENT
446003,UTTAR PRADESH,UNNAO,NEW ERA SCHOOL
441128,UTTAR PRADESH,VARANASI,SWAMI HARSEWANAND PUBLIC SCH RAMANA VARANASI UP
441129,UTTAR PRADESH,VARANASI,S S PUBLIC SCHOOL
441130,UTTAR PRADESH,VARANASI,SETH M. R. JAIPURIA SCHOOLS BANARAS
441131,UTTAR PRADESH,VARANASI,TULSI VIDYA NIKETAN
441132,UTTAR PRADESH,VARANASI,KENDRIYA VIDYALAYA (DLW) VARANASI
441133,UTTAR PRADESH,VARANASI,L H K STUDY CENTRE SCHOOL
441134,UTTAR PRADESH,VARANASI,DIVINE SAINIK SCH SHIVDASPUR LAHARTARA VARANASI
441135,UTTAR PRADESH,VARANASI,SILVER GROVE SCHOOL
441136,UTTAR PRADESH,VARANASI,R.S. BANARAS LAW COLLEGE
441137,UTTAR PRADESH,VARANASI,LITTLE FLOWER HOUSE SENIOR SECONDARY SCHOOL
441138,UTTAR PRADESH,VARANASI,GAUTAM VALLEY PUBLIC SCHOOL
441201,UTTAR PRADESH,FATEHPUR,VANI INTERNATIONAL ACADEMY
441202,UTTAR PRADESH,FATEHPUR,CHILDREN PUBLIC SR.SEC. SCHOOL
441203,UTTAR PRADESH,FATEHPUR,MOTHER SUHAG EDUCATION
441301,UTTAR PRADESH,MATHURA,MOUNT HILL ACADEMY AJAY NAGAR MAHAVAN MATHURA UP
441302,UTTAR PRADESH,MATHURA,ARMY PUB SCHOOL MATHURA CANTT UTTAR PRADESH
441303,UTTAR PRADESH,MATHURA,"KANHA MAKHAN PUBLIC SCHOOL, MATHURA"
441304,UTTAR PRADESH,MATHURA,"DELHI PUBLIC SCHOOL, REFINARY NAGAR ,MATHURA"
441305,UTTAR PRADESH,MATHURA,SHREE JI BABA SARASWATI VIDHYA MANDIR
441306,UTTAR PRADESH,MATHURA,ST PAUL`S SCH CHANDRAPURI COLONY MATHURA UP
441401,UTTAR PRADESH,SITAPUR,LUCKNOW PUBLIC SCHOOL NAVEEN CHOWK-SITAPUR
441402,UTTAR PRADESH,SITAPUR,MAHARISHI VIDYA MANDIR SINIOR SECONDARY SCHOOL NAIPALAPUR SITAPUR
441403,UTTAR PRADESH,SITAPUR,SECRED HEART SENIOR SECONDARY SCHOOL SITAPUR
441404,UTTAR PRADESH,SITAPUR,DELHI PUBLIC SCHOOL
441405,UTTAR PRADESH,SITAPUR,AGARWAL PUBLIC INTER COLLEGE
441406,UTTAR PRADESH,SITAPUR,SUMITRA MODERN SCHOOL
441501,UTTAR PRADESH,AYODHYA,UDAYA PUBLIC SCHOOL
441502,UTTAR PRADESH,AYODHYA,MIS INETRNATIONAL SCHOOL
441503,UTTAR PRADESH,AYODHYA,TINY TOTS SENIOR SECONDARY SCHOOL
441504,UTTAR PRADESH,AYODHYA,LUSHKARY PREPARATORY SCHOOL
441505,UTTAR PRADESH,AYODHYA,MAHARAJA INTER COLLEGE
441506,UTTAR PRADESH,AYODHYA,URMILA COLLEGE OF TECHNOLOGY @ MANAGEMENT
441507,UTTAR PRADESH,AYODHYA,AWADH INTERNATIONL SCHOOL
441508,UTTAR PRADESH,AYODHYA,BHAVDIYA SCHOOL
441509,UTTAR PRADESH,AYODHYA,INNOVATIVE MINDS ACADEMY
441510,UTTAR PRADESH,AYODHYA,SARVJANIK INTER COLLEGE ABANPUR SAROHA MASAUDA AYODHYA
441511,UTTAR PRADESH,AYODHYA,DESH DEEPAK ADARSH INTER COLLEGE TENDUAMAFI BIKAPUR AYODHYA
441601,UTTAR PRADESH,ALIGARH,ALBARKAAT PUBLIC SCHOOL
441602,UTTAR PRADESH,ALIGARH,DELHI PUBLIC SCHOOL
441603,UTTAR PRADESH,ALIGARH,D S BAL MANDIR SR. SEC. SCHOOL
441604,UTTAR PRADESH,ALIGARH,ALIGARH PUBLIC SCHOOL
441605,UTTAR PRADESH,ALIGARH,GAGAN PUBLIC SCHOOL
441606,UTTAR PRADESH,ALIGARH,VISHWA BHARTI PUBLIC SCHOOL
441607,UTTAR PRADESH,ALIGARH,WISDOM PUBLIC SCHOOL (SR SEC)
441608,UTTAR PRADESH,ALIGARH,DELHI PUBLIC SCHOOL CIVIL LINE
441609,UTTAR PRADESH,ALIGARH,RADIANT STARS ENGLISH SCHOOL
441610,UTTAR PRADESH,ALIGARH,BRILLIANT PUBLIC SR SEC SCHOOL
441611,UTTAR PRADESH,ALIGARH,KRISHNA INTERNATIONAL SCHOOL
441612,UTTAR PRADESH,ALIGARH,OUR LADY OF FATIMA SR. SEC. SCHOOL
441613,UTTAR PRADESH,ALIGARH,ANKUR PUBLIC SCHOOL
441614,UTTAR PRADESH,ALIGARH,SARASWATI VIDYA MANDIR SR. SEC. SCHOOL
441615,UTTAR PRADESH,ALIGARH,G D PUBLIC SCHOOL
441616,UTTAR PRADESH,ALIGARH,MOTHERS TOUCH SCHOOL
441617,UTTAR PRADESH,ALIGARH,NEEHAR MEERA NATIONAL SR SEC SCHOOL
441618,UTTAR PRADESH,ALIGARH,SANTSAR PUBLIC SCHOOL
441701,UTTAR PRADESH,AMBEDKAR NAGAR,DR A K PUBLIC SCHOOL
441702,UTTAR PRADESH,AMBEDKAR NAGAR,TAKSHILA ACADEMY
441703,UTTAR PRADESH,AMBEDKAR NAGAR,GRIFFIN PUBLIC SCHOOL
441704,UTTAR PRADESH,AMBEDKAR NAGAR,SANT KABIR INTER COLLEGE
441705,UTTAR PRADESH,AMBEDKAR NAGAR,NEW LIGHT NURSERY SCHOOL
441706,UTTAR PRADESH,AMBEDKAR NAGAR,GLOBAL WISDOM SCHOOL OF EDUCATION
441707,UTTAR PRADESH,AMBEDKAR NAGAR,JAWAHAR NAVODAYA VIDYALAY
441708,UTTAR PRADESH,AMBEDKAR NAGAR,RADIANT CENTRAL CHILDREN ACADEMY
441801,UTTAR PRADESH,AMETHI,SARYU DEVI SARASWATI VIDYA MANDIR
441802,UTTAR PRADESH,AMETHI,SAPIEN SCHOOL
441901,UTTAR PRADESH,AZAMGARH,CHILDREN SR SEC SCHOOL BELASIA
441902,UTTAR PRADESH,AZAMGARH,G D GLOBAL SCH KARTALPUR PALHANI
441903,UTTAR PRADESH,AZAMGARH,SARVODAYA PUBLIC SCHOOL
441904,UTTAR PRADESH,AZAMGARH,AZAMGARH PUBLIC SCHOOL KOTILA AZAMGARH UP
441905,UTTAR PRADESH,AZAMGARH,ST. XAVIERS SCHOOL
441906,UTTAR PRADESH,AZAMGARH,ST XAVIERS SCHOOL
441907,UTTAR PRADESH,AZAMGARH,SUNBEAM SCHOOL SARAI JAGARNATH
441908,UTTAR PRADESH,AZAMGARH,KENDRIYA VIDYALAYA AZAMGARH
441909,UTTAR PRADESH,AZAMGARH,JAISH PUBLIC SCHOOL
441910,UTTAR PRADESH,AZAMGARH,MODERN ERA HIGHER SEC SCHOOL JIYANPUR AZAMGARH UP
